epoch,train_loss,train_acc,val_loss,val_acc,lr
1,0.1400102749044859,0.9733115468409586,0.056681826117414014,0.9817901234567902,0.0001
2,0.03260605518375412,0.9899782135076253,0.04850803516621207,0.9827160493827161,0.0001
3,0.03016910638299026,0.9894880174291939,0.04753115090461057,0.9854938271604938,0.0001
4,0.025850116430065535,0.9913943355119825,0.045283031822354707,0.983641975308642,0.0001
5,0.022808789797857696,0.9918300653594772,0.04549536283622369,0.9845679012345679,0.0001
6,0.025176893527292868,0.9912854030501089,0.04457043004969572,0.9842592592592593,0.0001
7,0.0212751369305515,0.992483660130719,0.04642434615791304,0.9839506172839506,5e-05
8,0.01909422379622159,0.9925925925925926,0.04410384509045585,0.9854938271604938,5e-05
9,0.01595020023659521,0.9944444444444445,0.0455708109440259,0.9839506172839506,5e-05
10,0.018426783411501862,0.9933006535947713,0.04488429333784698,0.983641975308642,5e-05
11,0.018139267245344086,0.9935729847494553,0.04545073590390844,0.9839506172839506,2.5e-05
12,0.017149544579092582,0.9937363834422658,0.04347579086049931,0.9833333333333333,2.5e-05
13,0.016330471482941544,0.9940087145969498,0.04364813613550116,0.9833333333333333,2.5e-05
14,0.015801449907864473,0.9944444444444445,0.04198756404336036,0.9830246913580247,2.5e-05
15,0.017986775968530194,0.9934095860566449,0.044796643322218714,0.9833333333333333,1.25e-05
16,0.014200492190148413,0.9952069716775599,0.04232262170321688,0.9833333333333333,1.25e-05
17,0.014085741249757184,0.9951525054466231,0.0437923739273331,0.983641975308642,1.25e-05
18,0.015072814444250434,0.9955337690631808,0.042040003594988384,0.9842592592592593,1.25e-05
19,0.013607289992761848,0.9955337690631808,0.04357828576531675,0.9842592592592593,6.25e-06
20,0.014252057201421793,0.9952069716775599,0.04361057131677682,0.9830246913580247,6.25e-06
21,0.016492637614252893,0.9940631808278867,0.043448863928723665,0.983641975308642,6.25e-06
22,0.014132514234818924,0.9949346405228758,0.043470343446106084,0.983641975308642,6.25e-06
23,0.016676436119341578,0.9944989106753812,0.04180047774204501,0.9839506172839506,3.125e-06
24,0.014197290788961611,0.994880174291939,0.041408364315528745,0.9851851851851852,3.125e-06
25,0.014364123364965268,0.9943899782135076,0.04246056680969986,0.983641975308642,3.125e-06
26,0.013570305816717608,0.9949891067538127,0.043248906518896055,0.9839506172839506,3.125e-06
27,0.014891471457528154,0.9948257080610022,0.04208599704541956,0.983641975308642,1.5625e-06
28,0.014301108396033836,0.9944444444444445,0.042632713854703824,0.9842592592592593,1.5625e-06
29,0.01443432925293356,0.994880174291939,0.041354562226039025,0.9839506172839506,1.5625e-06
30,0.01312259489767789,0.9953703703703703,0.041274575867264726,0.9845679012345679,1.5625e-06
