epoch,train_loss,train_acc,val_loss,val_acc,lr
1,0.35308289269476417,0.8887799564270152,0.14466812916008043,0.9487654320987654,0.0001
2,0.1357896055531138,0.953921568627451,0.09565880294935203,0.9666666666666667,0.0001
3,0.09999792063872538,0.9661220043572984,0.1045860880686913,0.9651234567901235,0.0001
4,0.08814846071250299,0.9704248366013072,0.09324411508845694,0.9688271604938271,0.0001
5,0.07061148293799273,0.9764161220043573,0.07674000914450045,0.9709876543209877,0.0001
6,0.06252387405610552,0.9786492374727669,0.07681448280259415,0.9753086419753086,0.0001
7,0.05277096937554594,0.9815904139433551,0.08465142097370124,0.9734567901234568,0.0001
8,0.04500007257433628,0.9848583877995642,0.06883412938059112,0.9780864197530864,0.0001
9,0.042282216578786926,0.9854030501089325,0.06333178923821743,0.9756172839506173,0.0001
10,0.0363263028221355,0.9875272331154684,0.060362957068431526,0.9780864197530864,0.0001
11,0.036175988905318486,0.9877995642701525,0.0728033054528045,0.9777777777777777,0.0001
12,0.0312582255132123,0.9893790849673203,0.08195691053514127,0.9737654320987654,0.0001
13,0.032627148659644174,0.9897058823529412,0.06698087711393097,0.9805555555555555,0.0001
14,0.033050566464500226,0.9878540305010893,0.08886946272334935,0.9746913580246913,0.0001
15,0.028579929201764283,0.990359477124183,0.06226934916598515,0.9817901234567902,0.0001
16,0.02681291906857023,0.9921023965141612,0.08957935183964394,0.975,0.0001
17,0.026245342697014867,0.9901960784313726,0.07387161207281881,0.9805555555555555,0.0001
18,0.022537706011890035,0.9927015250544662,0.08054927920025808,0.9756172839506173,0.0001
19,0.029864273805572997,0.9901960784313726,0.06395644371248321,0.9811728395061728,0.0001
20,0.027193245516627346,0.9913943355119825,0.0603800670646223,0.9814814814814815,0.0001
