epoch,train_loss,train_acc,val_loss,val_acc,lr
1,0.3231779107373524,0.8961873638344227,0.14447870631644755,0.9561728395061728,0.0001
2,0.09110888424522218,0.9694989106753813,0.10705588121473053,0.9638888888888889,0.0001
3,0.0543309678406757,0.981917211328976,0.11148313129389728,0.9629629629629629,0.0001
4,0.04030734649930385,0.9873093681917211,0.1487397814790408,0.9521604938271605,0.0001
5,0.036749953265689424,0.9882352941176471,0.1684771839115355,0.95,0.0001
6,0.03347179314937272,0.9888344226579521,0.11090305068610627,0.9679012345679012,0.0001
7,0.017934202178419935,0.9943899782135076,0.1491744598304784,0.9645061728395061,0.0001
8,0.022345629482974413,0.993082788671024,0.12069158252374626,0.9660493827160493,0.0001
9,0.02551282761052397,0.9916666666666667,0.1313068280617396,0.9654320987654321,0.0001
10,0.021512584705697068,0.9935185185185185,0.1522812394724216,0.9592592592592593,0.0001
11,0.019204058280429745,0.9940631808278867,0.11561109754774306,0.9712962962962963,0.0001
12,0.0168245294969326,0.9944444444444445,0.15460285465290516,0.9611111111111111,0.0001
13,0.021155899185748173,0.9933006535947713,0.11381399882612404,0.9694444444444444,0.0001
14,0.019689781776850553,0.9940631808278867,0.13599603490697013,0.9645061728395061,0.0001
15,0.01610924482491671,0.9946078431372549,0.12391822421808302,0.9697530864197531,0.0001
16,0.011884065297501231,0.9958605664488017,0.132531769592085,0.9632716049382716,0.0001
17,0.01572043162898398,0.9948257080610022,0.1470907251224106,0.9635802469135802,2e-05
18,0.007427147443762378,0.9977124183006536,0.10543844793911701,0.9765432098765432,2e-05
19,0.002812514019331617,0.9990740740740741,0.10303051243593664,0.9753086419753086,2e-05
20,0.0017114093513501917,0.9997276688453159,0.10355394099965508,0.9740740740740741,2e-05
21,0.0011629363359104282,0.9999455337690631,0.10704087066107694,0.9756172839506173,2e-05
22,0.0007722833517594933,0.9999455337690631,0.10185045886002941,0.9768518518518519,2e-05
23,0.0009815582624344411,0.9998910675381264,0.10464622247274276,0.9762345679012345,2e-05
24,0.0007114930705482866,0.9999455337690631,0.10349265621446165,0.9765432098765432,2e-05
25,0.000490830515355099,1.0,0.10469411313763739,0.9765432098765432,2e-05
26,0.0007820438736545486,0.9998366013071895,0.10582620627649221,0.9765432098765432,2e-05
27,0.0005155132153408282,0.9999455337690631,0.11202600290423927,0.9753086419753086,2e-05
28,0.000736914374860519,0.9998910675381264,0.1105207649163074,0.9787037037037037,2e-05
29,0.0005877392423119293,0.9999455337690631,0.11576139319941034,0.975,2e-05
30,0.00046504780377234963,0.9998910675381264,0.11273758907422975,0.975,2e-05
